req_len,body_len,cookie_len,ua_len,has_sql_kw,has_cmd_kw,has_traversal,Target
41.0,137.0,37.0,68.0,0,0,0,0
52.0,154.0,37.0,68.0,0,0,0,1
54.0,155.0,37.0,68.0,0,0,0,1
52.0,151.0,37.0,68.0,0,0,0,1
26.0,146.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,149.0,37.0,68.0,0,0,0,0
26.0,148.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,148.0,37.0,68.0,0,0,0,0
26.0,143.0,37.0,68.0,0,0,0,0
26.0,150.0,37.0,68.0,0,0,0,0
38.0,65.0,37.0,68.0,0,0,0,0
52.0,206.0,37.0,68.0,0,0,0,1
54.0,204.0,37.0,68.0,0,0,0,1
52.0,208.0,37.0,68.0,0,0,0,1
62.0,217.0,37.0,68.0,0,0,0,1
60.0,214.0,37.0,68.0,0,0,0,1
60.0,214.0,37.0,68.0,0,0,0,1
53.0,205.0,37.0,68.0,0,0,0,1
51.0,203.0,37.0,68.0,0,0,0,1
51.0,203.0,37.0,68.0,0,0,0,1
46.0,144.0,37.0,68.0,0,0,0,1
65.0,170.0,37.0,68.0,0,0,0,1
46.0,143.0,37.0,68.0,0,0,0,1
63.0,167.0,37.0,68.0,0,0,0,1
65.0,171.0,37.0,68.0,0,0,0,1
63.0,165.0,37.0,68.0,0,0,0,1
50.0,202.0,37.0,68.0,0,0,0,1
52.0,209.0,37.0,68.0,0,0,0,1
50.0,205.0,37.0,68.0,0,0,0,1
18.0,145.0,37.0,68.0,0,0,0,1
18.0,153.0,37.0,68.0,0,0,0,1
18.0,119.0,37.0,68.0,0,0,0,1
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
26.0,64.0,37.0,68.0,0,0,0,0
34.0,87.0,37.0,68.0,0,0,0,0
18.0,132.0,37.0,68.0,0,0,0,1
26.0,148.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,144.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,148.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,144.0,37.0,68.0,0,0,0,0
38.0,61.0,37.0,68.0,0,0,0,0
18.0,140.0,37.0,68.0,0,0,0,1
26.0,145.0,37.0,68.0,0,0,0,0
26.0,145.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,144.0,37.0,68.0,0,0,0,0
41.0,137.0,37.0,68.0,0,0,0,0
26.0,149.0,37.0,68.0,0,0,0,0
26.0,143.0,37.0,68.0,0,0,0,0
26.0,149.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,142.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,145.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,150.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,144.0,37.0,68.0,0,0,0,0
26.0,145.0,37.0,68.0,0,0,0,0
26.0,150.0,37.0,68.0,0,0,0,0
26.0,149.0,37.0,68.0,0,0,0,0
26.0,144.0,37.0,68.0,0,0,0,0
29.0,243.0,37.0,68.0,0,0,0,0
26.0,150.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,149.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,148.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,144.0,37.0,68.0,0,0,0,0
26.0,150.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,148.0,37.0,68.0,0,0,0,0
34.0,92.0,37.0,68.0,0,0,0,0
18.0,140.0,37.0,68.0,0,0,0,1
26.0,146.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,148.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,150.0,37.0,68.0,0,0,0,0
26.0,149.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
41.0,138.0,37.0,68.0,0,0,0,0
26.0,149.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,149.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,147.0,37.0,68.0,0,0,0,0
26.0,145.0,37.0,68.0,0,0,0,0
26.0,146.0,37.0,68.0,0,0,0,0
26.0,148.0,37.0,68.0,0,0,0,0
26.0,150.0,37.0,68.0,0,0,0,0
38.0,64.0,37.0,68.0,0,0,0,0
18.0,145.0,37.0,68.0,0,0,0,1
18.0,152.0,37.0,68.0,0,0,0,1
41.0,219.0,37.0,68.0,0,0,0,1
41.0,300.0,37.0,68.0,0,0,0,1
41.0,299.0,37.0,68.0,0,0,0,1
41.0,218.0,37.0,68.0,0,0,0,1
41.0,284.0,37.0,68.0,0,0,0,1
41.0,282.0,37.0,68.0,0,0,0,1
41.0,287.0,37.0,68.0,0,0,0,1
41.0,285.0,37.0,68.0,0,0,0,1
41.0,217.0,37.0,68.0,0,0,0,1
41.0,300.0,37.0,68.0,0,0,0,1
41.0,303.0,37.0,68.0,0,0,0,1
41.0,214.0,37.0,68.0,0,0,0,1
41.0,193.0,37.0,68.0,0,0,0,1
41.0,268.0,37.0,68.0,0,0,0,1
41.0,270.0,37.0,68.0,0,0,0,1
41.0,187.0,37.0,68.0,0,0,0,1
41.0,282.0,37.0,68.0,0,0,0,1
41.0,288.0,37.0,68.0,0,0,0,1
41.0,289.0,37.0,68.0,0,0,0,1
41.0,257.0,37.0,68.0,0,0,0,1
41.0,285.0,37.0,68.0,0,0,0,1
41.0,256.0,37.0,68.0,0,0,0,1
41.0,260.0,37.0,68.0,0,0,0,1
41.0,221.0,37.0,68.0,0,0,0,1
41.0,258.0,37.0,68.0,0,0,0,1
41.0,298.0,37.0,68.0,0,0,0,1
41.0,303.0,37.0,68.0,0,0,0,1
41.0,198.0,37.0,68.0,0,0,0,1
41.0,276.0,37.0,68.0,0,0,0,1
41.0,216.0,37.0,68.0,0,0,0,1
41.0,280.0,37.0,68.0,0,0,0,1
41.0,199.0,37.0,68.0,0,0,0,1
41.0,286.0,37.0,68.0,0,0,0,1
41.0,284.0,37.0,68.0,0,0,0,1
41.0,287.0,37.0,68.0,0,0,0,1
41.0,266.0,37.0,68.0,0,0,0,1
41.0,285.0,37.0,68.0,0,0,0,1
41.0,264.0,37.0,68.0,0,0,0,1
41.0,270.0,37.0,68.0,0,0,0,1
41.0,215.0,37.0,68.0,0,0,0,1
41.0,298.0,37.0,68.0,0,0,0,1
41.0,269.0,37.0,68.0,0,0,0,1
41.0,292.0,37.0,68.0,0,0,0,1
41.0,218.0,37.0,68.0,0,0,0,1
41.0,191.0,37.0,68.0,0,0,0,1
41.0,270.0,37.0,68.0,0,0,0,1
41.0,272.0,37.0,68.0,0,0,0,1
41.0,191.0,37.0,68.0,0,0,0,1
41.0,283.0,37.0,68.0,0,0,0,1
41.0,286.0,37.0,68.0,0,0,0,1
41.0,286.0,37.0,68.0,0,0,0,1
41.0,289.0,37.0,68.0,0,0,0,1
41.0,262.0,37.0,68.0,0,0,0,1
41.0,257.0,37.0,68.0,0,0,0,1
41.0,177.0,37.0,68.0,0,0,0,1
41.0,263.0,37.0,68.0,0,0,0,1
41.0,257.0,37.0,68.0,0,0,0,1
41.0,264.0,37.0,68.0,0,0,0,1
41.0,257.0,37.0,68.0,0,0,0,1
41.0,155.0,37.0,68.0,0,0,0,1
41.0,168.0,37.0,68.0,0,0,0,1
41.0,233.0,37.0,68.0,0,0,0,1
41.0,236.0,37.0,68.0,0,0,0,1
41.0,151.0,37.0,68.0,0,0,0,1
41.0,163.0,37.0,68.0,0,0,0,0
41.0,150.0,37.0,68.0,0,0,0,1
41.0,242.0,37.0,68.0,0,0,0,1
41.0,239.0,37.0,68.0,0,0,0,1
41.0,144.0,37.0,68.0,0,0,0,1
41.0,239.0,37.0,68.0,0,0,0,1
41.0,220.0,37.0,68.0,0,0,0,1
41.0,242.0,37.0,68.0,0,0,0,1
41.0,219.0,37.0,68.0,0,0,0,1
41.0,223.0,37.0,68.0,0,0,0,1
41.0,216.0,37.0,68.0,0,0,0,1
41.0,296.0,37.0,68.0,0,0,0,1
41.0,225.0,37.0,68.0,0,0,0,1
41.0,293.0,37.0,68.0,0,0,0,1
41.0,198.0,37.0,68.0,0,0,0,1
41.0,207.0,37.0,68.0,0,0,0,1
41.0,276.0,37.0,68.0,0,0,0,1
41.0,278.0,37.0,68.0,0,0,0,1
41.0,196.0,37.0,68.0,0,0,0,1
41.0,275.0,37.0,68.0,0,0,0,1
41.0,275.0,37.0,68.0,0,0,0,1
41.0,287.0,37.0,68.0,0,0,0,1
41.0,284.0,37.0,68.0,0,0,0,1
41.0,202.0,37.0,68.0,0,0,0,1
41.0,267.0,37.0,68.0,0,0,0,1
41.0,285.0,37.0,68.0,0,0,0,1
41.0,264.0,37.0,68.0,0,0,0,1
41.0,288.0,37.0,68.0,0,0,0,1
41.0,273.0,37.0,68.0,0,0,0,1
41.0,205.0,37.0,68.0,0,0,0,1
41.0,270.0,37.0,68.0,0,0,0,1
41.0,205.0,37.0,68.0,0,0,0,1
41.0,280.0,37.0,68.0,0,0,0,1
41.0,276.0,37.0,68.0,0,0,0,1
41.0,287.0,37.0,68.0,0,0,0,1
41.0,273.0,37.0,68.0,0,0,0,1
41.0,200.0,37.0,68.0,0,0,0,1
41.0,276.0,37.0,68.0,0,0,0,1
41.0,276.0,37.0,68.0,0,0,0,1
41.0,269.0,37.0,68.0,0,0,0,1
41.0,267.0,37.0,68.0,0,0,0,1
41.0,216.0,37.0,58.0,0,0,0,1
41.0,276.0,37.0,68.0,0,0,0,1
41.0,210.0,37.0,59.0,0,0,0,1
41.0,276.0,37.0,68.0,0,0,0,1
41.0,199.0,37.0,68.0,0,0,0,1
41.0,273.0,37.0,68.0,0,0,0,1
41.0,213.0,37.0,48.0,0,0,0,1
41.0,279.0,37.0,68.0,0,0,0,1
41.0,216.0,37.0,48.0,0,0,0,1
41.0,197.0,37.0,68.0,0,0,0,1
41.0,216.0,37.0,49.0,0,0,0,1
41.0,210.0,37.0,49.0,0,0,0,1
41.0,210.0,37.0,68.0,0,0,0,1
41.0,267.0,37.0,68.0,0,0,0,1
41.0,216.0,37.0,68.0,0,0,0,1
41.0,263.0,37.0,68.0,0,0,0,1
41.0,216.0,37.0,68.0,0,0,0,1
41.0,213.0,37.0,68.0,0,0,0,1
41.0,264.0,37.0,68.0,0,0,0,1
41.0,213.0,37.0,68.0,0,0,0,1
41.0,267.0,37.0,68.0,0,0,0,1
41.0,207.0,37.0,68.0,0,0,0,1
41.0,213.0,37.0,68.0,0,0,0,1
41.0,210.0,37.0,68.0,0,0,0,1
41.0,192.0,37.0,58.0,0,0,0,1
41.0,216.0,37.0,68.0,0,0,0,1
41.0,193.0,37.0,59.0,0,0,0,1
41.0,213.0,37.0,68.0,0,0,0,1
41.0,213.0,37.0,68.0,0,0,0,1
41.0,210.0,37.0,68.0,0,0,0,1
41.0,189.0,37.0,48.0,0,0,0,1
41.0,189.0,37.0,48.0,0,0,0,1
41.0,192.0,37.0,49.0,0,0,0,1
41.0,192.0,37.0,49.0,0,0,0,1
41.0,192.0,37.0,68.0,0,0,0,1
41.0,190.0,37.0,68.0,0,0,0,1
41.0,190.0,37.0,68.0,0,0,0,1
41.0,190.0,37.0,68.0,0,0,0,1
41.0,188.0,37.0,68.0,0,0,0,1
41.0,191.0,37.0,68.0,0,0,0,1
41.0,193.0,37.0,68.0,0,0,0,1
41.0,187.0,37.0,68.0,0,0,0,1
41.0,191.0,37.0,68.0,0,0,0,1
41.0,192.0,37.0,68.0,0,0,0,1
41.0,191.0,37.0,68.0,0,0,0,1
41.0,190.0,37.0,68.0,0,0,0,1
38.0,213.0,37.0,68.0,0,0,0,0
111.0,207.0,37.0,68.0,0,0,0,1
114.0,213.0,37.0,68.0,0,0,0,1
44.0,213.0,37.0,68.0,0,0,0,0
47.0,210.0,37.0,68.0,0,0,0,0
110.0,207.0,37.0,68.0,0,0,0,1
113.0,210.0,37.0,68.0,0,0,0,1
107.0,207.0,37.0,68.0,0,0,0,1
38.0,190.0,37.0,68.0,0,0,0,0
110.0,207.0,37.0,68.0,0,0,0,1
111.0,190.0,37.0,68.0,0,0,0,1
114.0,191.0,37.0,68.0,0,0,0,1
44.0,190.0,37.0,68.0,0,0,0,0
110.0,189.0,37.0,68.0,0,0,0,1
113.0,194.0,37.0,68.0,0,0,0,1
107.0,187.0,37.0,68.0,0,0,0,1
110.0,191.0,37.0,68.0,0,0,0,1
99.0,263.0,37.0,68.0,0,0,0,1
176.0,262.0,37.0,68.0,0,0,0,1
179.0,264.0,37.0,68.0,0,0,0,1
96.0,261.0,37.0,68.0,0,0,0,1
164.0,264.0,37.0,68.0,0,0,0,1
164.0,264.0,37.0,68.0,0,0,0,1
167.0,263.0,37.0,68.0,0,0,0,1
167.0,261.0,37.0,68.0,0,0,0,1
82.0,264.0,37.0,68.0,0,0,0,1
159.0,263.0,37.0,68.0,0,0,0,1
162.0,264.0,37.0,68.0,0,0,0,1
79.0,259.0,37.0,68.0,0,0,0,1
147.0,259.0,37.0,68.0,0,0,0,1
147.0,266.0,37.0,68.0,0,0,0,1
150.0,261.0,37.0,68.0,0,0,0,1
150.0,265.0,37.0,68.0,0,0,0,1
92.0,266.0,37.0,68.0,0,0,0,1
92.0,341.0,37.0,68.0,0,0,0,1
92.0,346.0,37.0,68.0,0,0,0,1
92.0,262.0,37.0,68.0,0,0,0,1
92.0,328.0,37.0,68.0,0,0,0,1
92.0,331.0,37.0,68.0,0,0,0,1
92.0,331.0,37.0,68.0,0,0,0,1
92.0,334.0,37.0,68.0,0,0,0,1
92.0,273.0,37.0,68.0,0,0,0,1
92.0,345.0,37.0,68.0,0,0,0,1
92.0,352.0,37.0,68.0,0,0,0,1
92.0,272.0,37.0,68.0,0,0,0,1
92.0,334.0,37.0,68.0,0,0,0,1
92.0,338.0,37.0,68.0,0,0,0,1
92.0,341.0,37.0,68.0,0,0,0,1
92.0,341.0,37.0,68.0,0,0,0,1
92.0,272.0,37.0,68.0,0,0,0,1
92.0,341.0,37.0,68.0,0,0,0,1
92.0,347.0,37.0,68.0,0,0,0,1
92.0,266.0,37.0,68.0,0,0,0,1
92.0,334.0,37.0,68.0,0,0,0,1
92.0,333.0,37.0,68.0,0,0,0,1
92.0,338.0,37.0,68.0,0,0,0,1
92.0,334.0,37.0,68.0,0,0,0,1
92.0,151.0,37.0,68.0,0,0,0,1
92.0,229.0,37.0,68.0,0,0,0,1
92.0,235.0,37.0,68.0,0,0,0,1
92.0,149.0,37.0,68.0,0,0,0,1
92.0,220.0,37.0,68.0,0,0,0,1
92.0,219.0,37.0,68.0,0,0,0,1
92.0,223.0,37.0,68.0,0,0,0,1
92.0,218.0,37.0,68.0,0,0,0,1
92.0,272.0,37.0,68.0,0,0,0,1
92.0,348.0,37.0,68.0,0,0,0,1
92.0,357.0,37.0,68.0,0,0,0,1
92.0,264.0,37.0,68.0,0,0,0,1
92.0,336.0,37.0,68.0,0,0,0,1
92.0,337.0,37.0,68.0,0,0,0,1
92.0,342.0,37.0,68.0,0,0,0,1
92.0,339.0,37.0,68.0,0,0,0,1
92.0,279.0,37.0,68.0,0,0,0,1
92.0,357.0,37.0,68.0,0,0,0,1
92.0,358.0,37.0,68.0,0,0,0,1
92.0,271.0,37.0,68.0,0,0,0,1
92.0,341.0,37.0,68.0,0,0,0,1
92.0,340.0,37.0,68.0,0,0,0,1
92.0,345.0,37.0,68.0,0,0,0,1
92.0,347.0,37.0,68.0,0,0,0,1
92.0,268.0,37.0,68.0,0,0,0,1
92.0,347.0,37.0,68.0,0,0,0,1
92.0,350.0,37.0,68.0,0,0,0,1
92.0,268.0,37.0,68.0,0,0,0,1
92.0,336.0,37.0,68.0,0,0,0,1
92.0,335.0,37.0,68.0,0,0,0,1
92.0,342.0,37.0,68.0,0,0,0,1
92.0,338.0,37.0,68.0,0,0,0,1
92.0,264.0,37.0,58.0,0,0,0,1
92.0,261.0,37.0,59.0,0,0,0,1
92.0,266.0,37.0,48.0,0,0,0,1
92.0,257.0,37.0,48.0,0,0,0,1
92.0,261.0,37.0,49.0,0,0,0,1
92.0,267.0,37.0,49.0,0,0,0,1
92.0,264.0,37.0,68.0,0,0,0,1
92.0,263.0,37.0,68.0,0,0,0,1
92.0,263.0,37.0,68.0,0,0,0,1
92.0,265.0,37.0,68.0,0,0,0,1
92.0,265.0,37.0,68.0,0,0,0,1
92.0,263.0,37.0,68.0,0,0,0,1
92.0,261.0,37.0,68.0,0,0,0,1
92.0,262.0,37.0,68.0,0,0,0,1
92.0,262.0,37.0,68.0,0,0,0,1
92.0,262.0,37.0,68.0,0,0,0,1
92.0,266.0,37.0,68.0,0,0,0,1
92.0,263.0,37.0,68.0,0,0,0,1
89.0,258.0,37.0,68.0,0,0,0,1
162.0,265.0,37.0,68.0,0,0,0,1
165.0,262.0,37.0,68.0,0,0,0,1
161.0,260.0,37.0,68.0,0,0,0,1
164.0,264.0,37.0,68.0,0,0,0,1
159.0,263.0,37.0,68.0,0,0,0,1
162.0,264.0,37.0,68.0,0,0,0,1
163.0,262.0,37.0,68.0,0,0,0,1
166.0,262.0,37.0,68.0,0,0,0,1
40.0,482.0,37.0,68.0,0,0,0,1
40.0,559.0,37.0,68.0,0,0,0,1
40.0,562.0,37.0,68.0,0,0,0,1
40.0,479.0,37.0,68.0,0,0,0,1
40.0,547.0,37.0,68.0,0,0,0,1
40.0,547.0,37.0,68.0,0,0,0,1
40.0,550.0,37.0,68.0,0,0,0,1
40.0,550.0,37.0,68.0,0,0,0,1
40.0,385.0,37.0,68.0,0,0,0,1
40.0,462.0,37.0,68.0,0,0,0,1
40.0,465.0,37.0,68.0,0,0,0,1
40.0,382.0,37.0,68.0,0,0,0,1
40.0,450.0,37.0,68.0,0,0,0,1
40.0,189.0,37.0,68.0,0,0,0,1
40.0,450.0,37.0,68.0,0,0,0,1
40.0,268.0,37.0,68.0,0,0,0,1
40.0,453.0,37.0,68.0,0,0,0,1
40.0,270.0,37.0,68.0,0,0,0,1
40.0,187.0,37.0,68.0,0,0,0,1
40.0,256.0,37.0,68.0,0,0,0,1
40.0,255.0,37.0,68.0,0,0,0,1
40.0,259.0,37.0,68.0,0,0,0,1
40.0,453.0,37.0,68.0,0,0,0,1
40.0,259.0,37.0,68.0,0,0,0,1
40.0,469.0,37.0,68.0,0,0,0,1
40.0,196.0,37.0,68.0,0,0,0,1
40.0,546.0,37.0,68.0,0,0,0,1
40.0,275.0,37.0,68.0,0,0,0,1
40.0,549.0,37.0,68.0,0,0,0,1
40.0,280.0,37.0,68.0,0,0,0,1
40.0,192.0,37.0,68.0,0,0,0,1
40.0,466.0,37.0,68.0,0,0,0,1
40.0,261.0,37.0,68.0,0,0,0,1
40.0,534.0,37.0,68.0,0,0,0,1
40.0,261.0,37.0,68.0,0,0,0,1
40.0,534.0,37.0,68.0,0,0,0,1
40.0,265.0,37.0,68.0,0,0,0,1
40.0,537.0,37.0,68.0,0,0,0,1
40.0,265.0,37.0,68.0,0,0,0,1
40.0,537.0,37.0,68.0,0,0,0,1
40.0,196.0,37.0,68.0,0,0,0,1
40.0,476.0,37.0,68.0,0,0,0,1
40.0,273.0,37.0,68.0,0,0,0,1
40.0,272.0,37.0,68.0,0,0,0,1
40.0,553.0,37.0,68.0,0,0,0,1
40.0,190.0,37.0,68.0,0,0,0,1
40.0,556.0,37.0,68.0,0,0,0,1
40.0,473.0,37.0,68.0,0,0,0,1
40.0,256.0,37.0,68.0,0,0,0,1
40.0,257.0,37.0,68.0,0,0,0,1
40.0,541.0,37.0,68.0,0,0,0,1
40.0,262.0,37.0,68.0,0,0,0,1
40.0,541.0,37.0,68.0,0,0,0,1
40.0,544.0,37.0,68.0,0,0,0,1
40.0,261.0,37.0,68.0,0,0,0,1
40.0,544.0,37.0,68.0,0,0,0,1
40.0,156.0,37.0,68.0,0,0,0,1
40.0,476.0,37.0,68.0,0,0,0,1
40.0,231.0,37.0,68.0,0,0,0,1
40.0,553.0,37.0,68.0,0,0,0,1
40.0,556.0,37.0,68.0,0,0,0,1
40.0,235.0,37.0,68.0,0,0,0,1
40.0,473.0,37.0,68.0,0,0,0,1
40.0,153.0,37.0,68.0,0,0,0,1
40.0,147.0,37.0,68.0,0,0,0,1
40.0,541.0,37.0,68.0,0,0,0,1
40.0,218.0,37.0,68.0,0,0,0,1
40.0,541.0,37.0,68.0,0,0,0,1
40.0,220.0,37.0,68.0,0,0,0,1
40.0,544.0,37.0,68.0,0,0,0,1
40.0,227.0,37.0,68.0,0,0,0,1
40.0,544.0,37.0,68.0,0,0,0,1
40.0,218.0,37.0,68.0,0,0,0,1
40.0,476.0,37.0,68.0,0,0,0,1
40.0,198.0,37.0,68.0,0,0,0,1
40.0,553.0,37.0,68.0,0,0,0,1
40.0,274.0,37.0,68.0,0,0,0,1
40.0,556.0,37.0,68.0,0,0,0,1
40.0,277.0,37.0,68.0,0,0,0,1
40.0,473.0,37.0,68.0,0,0,0,1
40.0,192.0,37.0,68.0,0,0,0,1
40.0,541.0,37.0,68.0,0,0,0,1
40.0,259.0,37.0,68.0,0,0,0,1
40.0,541.0,37.0,68.0,0,0,0,1
40.0,265.0,37.0,68.0,0,0,0,1
40.0,544.0,37.0,68.0,0,0,0,1
40.0,267.0,37.0,68.0,0,0,0,1
40.0,544.0,37.0,68.0,0,0,0,1
40.0,269.0,37.0,68.0,0,0,0,1
40.0,464.0,37.0,68.0,0,0,0,1
40.0,204.0,37.0,68.0,0,0,0,1
40.0,541.0,37.0,68.0,0,0,0,1
40.0,280.0,37.0,68.0,0,0,0,1
40.0,544.0,37.0,68.0,0,0,0,1
40.0,285.0,37.0,68.0,0,0,0,1
40.0,461.0,37.0,68.0,0,0,0,1
40.0,199.0,37.0,68.0,0,0,0,1
40.0,529.0,37.0,68.0,0,0,0,1
40.0,272.0,37.0,68.0,0,0,0,1
40.0,529.0,37.0,68.0,0,0,0,1
40.0,270.0,37.0,68.0,0,0,0,1
40.0,532.0,37.0,68.0,0,0,0,1
40.0,270.0,37.0,68.0,0,0,0,1
40.0,532.0,37.0,68.0,0,0,0,1
40.0,271.0,37.0,68.0,0,0,0,1
40.0,472.0,37.0,68.0,0,0,0,1
40.0,199.0,37.0,68.0,0,0,0,1
40.0,549.0,37.0,68.0,0,0,0,1
40.0,267.0,37.0,68.0,0,0,0,1
40.0,281.0,37.0,68.0,0,0,0,1
40.0,552.0,37.0,68.0,0,0,0,1
40.0,192.0,37.0,68.0,0,0,0,1
40.0,469.0,37.0,68.0,0,0,0,1
40.0,267.0,37.0,68.0,0,0,0,1
40.0,537.0,37.0,68.0,0,0,0,1
40.0,262.0,37.0,68.0,0,0,0,1
40.0,537.0,37.0,68.0,0,0,0,1
40.0,266.0,37.0,68.0,0,0,0,1
40.0,540.0,37.0,68.0,0,0,0,1
40.0,267.0,37.0,68.0,0,0,0,1
40.0,540.0,37.0,68.0,0,0,0,1
40.0,432.0,37.0,68.0,0,0,0,1
40.0,188.0,37.0,58.0,0,0,0,1
40.0,509.0,37.0,68.0,0,0,0,1
40.0,190.0,37.0,59.0,0,0,0,1
40.0,512.0,37.0,68.0,0,0,0,1
40.0,429.0,37.0,68.0,0,0,0,1
40.0,424.0,37.0,68.0,0,0,0,0
